id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
21,9933,P038,35044507.0,14538371.73825676,16580138.73469975,923582.0,2023-06-06,2023-04-23,60.0,27.0,E
22,259,P041,40731681.0,27881543.80803863,10106764.16187532,428315.0,2023-02-27,2023-12-28,10.0,42.0,C
23,9195,P029,9695402.0,,7797782.522453397,291662.0,2023-02-17,2023-08-12,0.0,14.0,C
24,9557,,20441202.0,45475015.28647598,30149138.624019712,,2023-07-30,2023-08-23,30.0,42.0,E
25,3314,P006,5335210.0,43596871.31446436,46682776.499563865,100606.0,2023-07-27,2023-12-19,30.0,34.0,E
26,9080,P044,34686868.0,40984054.1810969,39669128.21849867,941137.0,2023-04-12,,60.0,18.0,C
27,541,P032,14866890.0,16866461.783283234,26632451.480419647,160073.0,2023-03-07,2023-05-21,60.0,8.0,A
28,9820,,42460283.0,34586557.33684672,11910617.10372721,520071.0,2023-12-24,2023-12-01,10.0,41.0,D
29,8430,P010,26782362.0,45153205.855418846,8315077.467293741,417325.0,2023-05-05,2023-07-20,120.0,32.0,D
30,764,P031,6278437.0,43981085.10702107,9218074.118221585,488387.0,2023-07-10,2023-10-18,30.0,16.0,B
31,3146,P030,26273933.0,7621854.421445303,5080831.9522877,,2023-10-01,2023-03-11,30.0,26.0,A
32,1356,P039,20114464.0,16509028.35037233,19338185.64967013,619905.0,2023-12-29,2023-12-18,60.0,7.0,E
33,8615,P023,36431803.0,2449708.1845982983,2598515.25679282,787592.0,2023-07-12,2023-12-10,60.0,40.0,C
34,8445,P032,25493995.0,41001469.09458043,12990380.64978118,684089.0,2023-08-17,,0.0,16.0,A
35,5154,,7082558.0,30506435.059021577,44350389.55965155,687562.0,2023-03-13,2023-12-11,30.0,16.0,C
36,3734,P026,44677733.0,43001850.98329567,42386163.22648069,777813.0,2023-05-24,2023-07-05,10.0,20.0,
37,7897,P030,39309821.0,18322576.737760462,,,2023-06-02,2023-06-20,10.0,5.0,C
38,699,P027,41925357.0,47162359.011269495,12667297.618196018,554842.0,2023-08-15,2023-07-29,30.0,35.0,A
39,8547,P014,49824900.0,24926560.75554487,24281403.90716531,520940.0,2023-06-27,2023-07-12,60.0,22.0,A
40,943,P019,9178854.0,44969445.6690789,30675640.71650371,709605.0,2023-02-15,2023-11-04,10.0,38.0,D
41,8892,P039,9660757.0,38934129.37800535,1216416.1135871701,745077.0,2023-04-02,2023-11-18,120.0,42.0,A
42,8193,P014,33459892.0,49575261.882093355,15153608.899263939,998460.0,2023-09-07,2023-05-30,120.0,29.0,C
43,9152,P006,38143560.0,,18706547.231236257,,2023-05-17,2023-08-11,0.0,25.0,A
44,4925,P028,21004945.0,23235949.420598257,46634531.11312392,272085.0,2023-12-26,2023-01-18,60.0,,C
45,2816,P039,12952386.0,24470456.816666566,38751076.15474811,188582.0,2023-07-01,2023-10-29,30.0,1.0,A
46,5119,P015,39291968.0,28259189.879658803,31258693.196056068,944743.0,2023-05-30,2023-04-30,10.0,1.0,B
47,9890,P019,40122652.0,23669389.806498263,18407476.216453206,576510.0,2023-10-30,2023-10-29,10.0,27.0,D
48,7129,P023,8781386.0,19065383.588364966,43777719.82611506,697643.0,2023-06-24,2023-02-09,120.0,21.0,D
49,7380,P049,27286209.0,20024114.571499705,28990207.63334059,97905.0,2023-01-20,2023-02-21,0.0,16.0,A
50,4994,P026,23177118.0,14548984.994497906,41588276.899248384,581735.0,2023-12-24,2023-11-25,0.0,9.0,A
51,7092,P037,23976120.0,25023614.344679955,40111652.51890077,917422.0,2023-06-28,2023-04-02,10.0,30.0,E
52,7592,P046,23943716.0,8906021.902682353,47851395.06512045,934279.0,2023-09-25,2023-08-03,0.0,22.0,E
53,2953,P008,38170991.0,27737089.002217386,24712082.338561952,371273.0,2023-10-17,2023-05-28,10.0,9.0,E
54,4371,P028,40055922.0,19582940.340463478,11811271.51671599,333412.0,2023-10-08,2023-12-28,60.0,7.0,C
55,3698,P020,27789093.0,8292028.002749802,7171392.790645626,977923.0,2023-07-24,,0.0,44.0,B
56,520,P017,20276393.0,32633628.733452905,38668473.00208353,882688.0,2023-01-05,2023-06-26,0.0,45.0,D
57,5883,P012,47691577.0,25252970.672490295,36282733.15112283,63863.0,2023-02-27,2023-06-28,0.0,25.0,A
58,5727,P008,49362302.0,34873727.60883007,10158650.589378258,843190.0,2023-07-04,2023-05-24,120.0,16.0,E
59,7059,P045,22529699.0,13800886.682714175,33529509.190717593,606539.0,2023-11-24,2023-12-29,60.0,,C
60,8245,P022,13830545.0,46386137.894663185,42109239.70646383,822045.0,2023-10-15,2023-04-20,60.0,33.0,B
61,5324,P035,5366396.0,36658493.676025435,35209319.62807159,337220.0,2023-12-29,2023-02-22,10.0,32.0,
62,3003,P030,13409766.0,28584725.19077988,32250562.34434743,891032.0,,2023-08-18,10.0,38.0,B
63,2102,P001,11218664.0,33494169.475916103,18601867.61669423,398251.0,2023-12-06,2023-09-15,0.0,22.0,A
64,3108,P026,48198157.0,,,,2023-09-25,2023-03-03,30.0,34.0,C
65,6024,P011,49913385.0,44793277.237250276,37102422.51375942,819238.0,2023-03-03,2023-03-04,0.0,18.0,D
66,8846,P037,35348261.0,18117796.177503455,8809802.985352175,525372.0,2023-07-04,2023-09-20,60.0,15.0,D
67,9064,P002,11970062.0,8055692.347057908,35338284.88033444,298654.0,2023-07-04,2023-08-04,0.0,,A
68,4735,P009,19056771.0,41401842.80774478,33719271.71843201,754942.0,2023-01-10,2023-01-18,30.0,14.0,B
69,1440,P006,21902060.0,28494115.28758494,35675095.28718453,264392.0,2023-08-28,2023-11-02,120.0,40.0,B
70,2370,P014,35414451.0,,41383152.976308286,307698.0,2023-12-17,,120.0,24.0,A
71,345,P047,32771359.0,45800414.04875379,39613795.42891762,917119.0,2023-01-23,2023-09-06,10.0,23.0,E
72,2614,P017,27480989.0,23674636.257461112,18307597.17715285,437490.0,2023-06-17,,30.0,14.0,E
73,9065,P017,6055981.0,23120945.053284578,7075201.150212692,163729.0,2023-03-19,2023-02-19,,38.0,A
74,5634,P020,2048706.0,40826367.99212091,44785184.74407552,468092.0,2023-09-29,2023-04-11,10.0,24.0,B
75,958,P008,,40173375.710389934,35078001.201522574,948657.0,2023-07-09,2023-11-18,60.0,29.0,D
76,6044,P031,45982631.0,41448607.284483396,5046453.354389316,539669.0,,2023-11-02,60.0,19.0,E
77,1626,,,3924261.9453768,31632639.07541229,,2023-05-13,2023-05-23,10.0,39.0,B
78,5369,P015,4676104.0,30087319.0831911,3748195.436477529,745047.0,2023-08-03,2023-01-21,60.0,,B
79,889,P050,46726869.0,2822009.8180188946,44081151.88429914,806509.0,2023-07-05,2023-10-14,10.0,37.0,B
80,2892,P025,35106065.0,26587290.63709363,15473976.028508546,103416.0,2023-04-04,2023-03-18,60.0,21.0,D
81,6529,P019,36859722.0,47338782.887552775,17719211.19395733,635664.0,2023-06-16,2023-09-26,60.0,17.0,C
82,1796,P005,15565408.0,14941214.819763985,31141860.1290931,313494.0,2023-02-02,2023-08-31,60.0,33.0,A
83,538,P009,5912363.0,7701678.420582025,2472048.232031882,970138.0,2023-07-03,2023-02-26,0.0,,D
84,8042,,26865786.0,44620070.11046537,9711239.21022636,922104.0,2023-10-13,2023-11-12,30.0,33.0,E
85,5245,P010,,43901712.87618714,33077409.146866757,719832.0,2023-03-11,2023-08-09,120.0,8.0,B
86,4364,P037,8809880.0,28763152.039218295,22686504.77133911,321909.0,2023-08-11,2023-11-25,30.0,9.0,C
87,5267,P038,34282581.0,2146081.5921107344,22863551.07066138,515485.0,2023-12-26,2023-05-20,30.0,18.0,A
88,4433,P029,34846842.0,18371394.02831813,48978520.416703194,499795.0,2023-04-11,2023-05-17,30.0,44.0,
89,6555,P047,11290216.0,27329657.3032027,9153024.371710218,208682.0,2023-02-24,2023-04-22,10.0,20.0,D
90,933,P047,25491904.0,19730304.415765144,17188236.525125325,639708.0,2023-07-31,2023-04-23,120.0,11.0,B
91,3709,P029,41899627.0,19921860.362213373,,113244.0,2023-04-04,2023-12-15,10.0,13.0,B
92,8451,P030,2502718.0,14621521.257517273,45421447.87791229,328060.0,,2023-01-03,10.0,18.0,C
93,77,P006,24923813.0,40279926.16608021,48426012.32324197,759914.0,2023-06-18,2023-01-13,10.0,7.0,D
94,8166,P029,31612753.0,3457995.931240703,11042103.54541632,,2023-05-12,2023-03-05,120.0,10.0,C
95,2852,P031,47889550.0,33313308.520337656,26370244.568781137,309002.0,2023-03-13,2023-09-30,0.0,20.0,
96,4355,P034,17337191.0,10111269.31321097,18274361.07038917,75276.0,2023-05-01,2023-10-15,120.0,6.0,D
97,6623,,39623241.0,36192982.955855675,7208162.081872847,,2023-03-14,2023-08-14,60.0,28.0,
98,5276,P009,36945355.0,30399291.890318144,7742397.924479975,265196.0,2023-06-19,2023-12-08,30.0,4.0,A
99,7843,P023,,37614678.601840936,35413655.980343185,,2023-08-11,2023-08-12,120.0,43.0,E
100,2121,P043,4149243.0,34292663.56177405,36592138.86774426,332948.0,2023-06-18,2023-12-30,120.0,22.0,D
101,5889,P013,7782341.0,39927885.7189779,18666793.97385943,661733.0,2023-08-07,2023-08-06,10.0,43.0,C
102,3247,P010,30440251.0,14903229.01455664,4908647.409028536,872913.0,2023-07-06,2023-02-02,30.0,9.0,B
103,5625,P034,9666815.0,2735355.436737684,12395530.522784134,119665.0,2023-06-18,2023-06-18,0.0,2.0,C
104,2156,P050,38537784.0,26055505.286540374,18943691.578693394,364527.0,2023-04-26,2023-07-26,120.0,42.0,E
105,4468,P038,30510071.0,40812699.27817533,48859351.357819326,973850.0,2023-05-26,2023-03-18,30.0,17.0,A
106,3616,P020,12603233.0,19094626.257633667,42338766.69721082,226865.0,2023-05-20,2023-05-19,30.0,42.0,C
107,1856,P049,10677663.0,39197710.0520191,3014281.190425242,298617.0,2023-01-01,2023-05-03,120.0,26.0,B
108,4319,P036,10708827.0,29577423.224584304,45356142.337185934,666465.0,2023-02-02,2023-12-17,10.0,13.0,C
109,2182,P025,18032458.0,15509567.37198264,16127587.345950741,824963.0,2023-06-29,2023-12-25,30.0,8.0,D
110,3705,P041,36398544.0,40075183.68895884,37034420.554932356,174575.0,2023-07-14,2023-11-19,10.0,4.0,A
111,3747,P040,27429302.0,1244735.5609699618,7429514.556472436,884851.0,2023-01-26,2023-10-16,60.0,27.0,E
112,6597,P025,19483575.0,44561562.49558139,30374913.55367517,571252.0,2023-11-08,2023-04-19,0.0,16.0,B
113,4251,P044,45775772.0,28528319.015135307,44137002.269816935,548554.0,2023-07-10,2023-11-14,0.0,38.0,D
114,8665,P037,,9840897.579580873,27536133.241756823,551066.0,2023-06-12,2023-02-17,120.0,6.0,D
115,6858,P038,44749322.0,44108749.187431216,47366280.77104408,328893.0,2023-11-28,2023-09-20,30.0,25.0,A
116,6379,P023,18565328.0,23038254.104721013,11057561.534554617,489647.0,2023-08-29,2023-05-04,120.0,26.0,A
117,4263,P032,40864443.0,46073751.89533029,16668679.89909466,898794.0,2023-10-07,,0.0,15.0,B
118,1302,P042,2374345.0,27238765.156093825,16872242.80711147,433092.0,2023-07-04,2023-09-06,30.0,39.0,E
119,2288,P020,,37075298.0073773,35396443.39285161,832562.0,2023-02-10,2023-01-09,60.0,43.0,C
120,2749,P037,,38243505.2553393,9159860.067524083,195819.0,2023-01-15,2023-02-13,,,B
121,2692,P050,15354666.0,22830664.98473745,5189523.79663299,102797.0,2023-03-14,2023-05-30,30.0,30.0,B
122,7857,P049,29886952.0,48266749.944903836,45964492.53215565,817417.0,2023-08-09,2023-03-13,60.0,6.0,E
123,5287,P036,,2580493.7291664165,3360647.223749016,455275.0,2023-12-17,2023-04-25,60.0,26.0,E
124,3590,P013,40089011.0,27137309.981222294,31457315.304368,901390.0,2023-02-24,2023-09-21,120.0,6.0,C
125,8245,P035,13320245.0,34342198.226239815,20899135.11851159,873272.0,2023-02-21,2023-08-16,30.0,34.0,B
126,3232,P035,23611596.0,7814376.177232026,32553109.27222906,466717.0,2023-05-05,2023-11-07,10.0,2.0,A
127,2976,P046,30360668.0,13334483.898643166,1098998.7534005276,928337.0,2023-06-30,2023-05-08,30.0,34.0,A
128,5826,,4673793.0,43314811.875466414,28647103.70352452,269614.0,2023-09-12,2023-09-20,10.0,46.0,A
129,7736,P012,20367571.0,25958297.20591461,21049610.206241883,789688.0,2023-02-18,2023-06-15,0.0,13.0,C
130,5198,P035,23840942.0,,17453812.602840565,579460.0,2023-10-12,2023-09-23,120.0,8.0,A
131,1152,P010,7165373.0,24493922.043702196,,279789.0,2023-10-11,,0.0,21.0,E
132,4392,P006,9595302.0,11656312.67654668,24489299.752476145,158538.0,2023-09-08,2023-11-29,60.0,32.0,D
133,2273,P026,42620633.0,12734110.580218155,45668663.995988324,315395.0,2023-10-10,2023-03-01,0.0,37.0,C
134,3687,P041,5683455.0,41562253.917983845,46994184.71866367,89032.0,2023-09-01,2023-12-17,10.0,24.0,A
135,4278,P004,28687425.0,23472886.14622201,27332024.0755371,696409.0,2023-08-27,,10.0,34.0,D
136,1440,P016,43141232.0,16929740.247428432,7248002.028702222,297787.0,2023-09-05,2023-04-25,10.0,29.0,B
137,1359,P048,29728459.0,15652121.295441253,30143352.84187878,349094.0,2023-09-02,2023-12-01,10.0,33.0,B
138,2026,P006,35318041.0,30694744.50610804,24849505.05450104,546720.0,,2023-01-02,10.0,47.0,B
139,7825,P024,28945553.0,8759843.97790138,3908267.635683613,307470.0,2023-04-26,2023-05-06,30.0,41.0,C
140,9989,P037,10551823.0,25109476.80988515,26217091.49203696,833446.0,2023-04-08,2023-08-06,120.0,1.0,B
141,1487,P049,21232416.0,33796788.51812731,10141731.456612803,875567.0,2023-08-11,2023-05-23,60.0,31.0,
142,4746,P003,48128423.0,45197834.45507597,,452627.0,2023-07-25,2023-03-31,120.0,29.0,A
143,7236,P021,44663702.0,23051973.39817588,16673282.40907534,712329.0,2023-05-23,2023-09-12,30.0,13.0,B
144,7131,P050,24399850.0,,49805936.81057842,,,2023-01-10,,30.0,B
145,6274,P028,39264923.0,4400001.353335718,12176974.825901411,683560.0,2023-03-08,2023-05-02,120.0,30.0,B
146,1471,P046,7982896.0,27652426.46845389,30420013.410043348,821993.0,2023-11-06,2023-07-27,30.0,10.0,E
147,4779,P047,42952019.0,18559509.9399163,24095726.004222274,966320.0,2023-07-06,2023-05-09,60.0,42.0,E
148,8285,P028,21309170.0,30348303.844825167,29082256.521244783,181517.0,,2023-04-03,0.0,9.0,B
149,568,P011,21928165.0,20196934.54539673,42975016.00934929,175799.0,2023-04-23,2023-05-23,30.0,16.0,C
150,1130,P006,30397205.0,38947334.77728794,38943011.502569124,397097.0,2023-11-05,2023-06-30,60.0,9.0,D
151,1274,P048,4289542.0,11365081.811953422,49065720.48211687,954604.0,2023-06-15,2023-12-29,0.0,13.0,E
152,5474,P014,32315076.0,41374698.788794965,36535771.70204556,625094.0,2023-07-07,2023-01-21,,18.0,A
153,1670,P047,14326926.0,30123809.087913617,19650540.27388758,679451.0,2023-04-24,2023-04-21,0.0,42.0,C
154,7718,P020,26944436.0,10660611.978890583,28722308.88625357,,2023-09-23,2023-11-22,,32.0,C
155,9462,P049,,21436472.488702063,29958241.348249946,186411.0,2023-11-28,2023-08-31,10.0,,A
156,9591,P019,38587488.0,33028223.138226,33780487.03825687,136782.0,2023-02-14,2023-11-22,10.0,26.0,D
157,9014,P001,10232745.0,4838772.332694795,11567727.09737574,87205.0,2023-08-16,2023-03-23,10.0,,D
158,5606,P030,27995456.0,36267259.68041932,15877686.187497538,882081.0,2023-08-11,2023-01-20,10.0,46.0,B
159,1922,P003,33139521.0,,22550368.360175543,972075.0,2023-05-04,2023-07-02,60.0,33.0,B
160,5828,P010,12415182.0,18564993.836305376,20980591.317211967,392505.0,2023-03-01,2023-09-21,10.0,18.0,B
161,3197,P039,18686731.0,41149294.942735165,8316002.060209456,649421.0,2023-11-22,2023-04-25,60.0,15.0,B
162,1649,P010,3797574.0,12301802.095723264,10145829.11760107,985414.0,2023-11-29,2023-11-02,60.0,40.0,B
163,4963,P035,29069157.0,13579046.08975077,45505144.46350372,920369.0,2023-01-10,,120.0,44.0,B
164,9756,P015,29382973.0,36027251.979329914,24818009.008943446,471963.0,2023-09-21,2023-05-17,0.0,6.0,C
165,4413,P040,47786456.0,23398317.360401284,26589181.540460505,218324.0,2023-07-07,2023-02-16,0.0,4.0,E
166,5004,P040,30438106.0,49914131.78917319,44519541.27018938,392742.0,2023-04-02,2023-01-23,0.0,30.0,A
167,5120,,19026995.0,38722860.619929425,25676866.306615468,534956.0,2023-01-31,2023-11-16,60.0,36.0,A
168,3712,P011,5347155.0,2895518.465483145,39988090.74641486,553205.0,2023-06-16,,10.0,27.0,E
169,365,P013,39814929.0,4625339.012054719,19455759.977754883,178016.0,2023-06-02,2023-06-24,60.0,18.0,C
170,9646,P017,11077865.0,,3327867.5344846738,475061.0,2023-12-26,2023-05-22,120.0,35.0,E
171,7757,P049,26719252.0,8554673.727092631,47153060.42851215,146801.0,2023-02-21,2023-06-15,120.0,14.0,C
172,6228,P005,19339163.0,5391368.381283135,22520415.538395625,292320.0,2023-05-12,2023-12-20,60.0,38.0,B
173,1166,P046,29209053.0,13502100.278040584,44566545.53221415,477979.0,2023-05-26,2023-05-24,30.0,,C
174,2868,P042,39322755.0,13870782.228160927,,411256.0,2023-03-16,2023-07-30,30.0,5.0,D
175,5993,P050,32524904.0,10219711.10637274,10944789.900754655,,2023-01-29,2023-04-19,30.0,42.0,
176,8502,P036,13395437.0,14527944.536702754,22251791.961459856,481958.0,2023-02-03,2023-09-17,0.0,21.0,B
177,3690,,27794925.0,45461659.11547211,14598130.009495305,573232.0,2023-12-18,2023-10-08,10.0,23.0,B
178,1881,P004,8256500.0,48462700.809886105,30265410.041807596,692691.0,2023-11-08,2023-09-13,30.0,19.0,B
179,2370,P005,42530807.0,38602993.44442018,17036009.220176272,978084.0,2023-03-02,2023-01-04,0.0,8.0,C
180,7981,P032,7348542.0,2988754.236560793,33701799.58915951,217473.0,2023-01-09,2023-08-17,60.0,,B
181,2745,,40589256.0,34454399.74022349,29994675.961938426,559058.0,2023-02-12,2023-09-23,,3.0,E
182,1003,P012,10131816.0,46081879.83245484,27195058.638768442,487722.0,2023-05-28,,30.0,,A
183,9823,P005,,48652880.6069254,25161466.040303644,280018.0,2023-08-16,2023-09-25,120.0,4.0,
184,7514,P024,19813875.0,49784265.62172282,,946034.0,2023-05-10,2023-10-06,0.0,26.0,
185,9732,P049,39004517.0,6193114.742360267,44411505.80464253,591172.0,2023-12-29,2023-09-25,60.0,10.0,D
186,8109,P018,48238373.0,,28143009.60585503,604159.0,2023-04-11,2023-05-06,10.0,38.0,B
187,4089,P005,11841296.0,43461616.2963215,22887836.54451503,342426.0,2023-02-01,2023-06-12,0.0,38.0,C
188,7710,P002,36338082.0,21911893.104614798,37850895.49227457,436294.0,2023-01-01,2023-11-06,0.0,10.0,B
189,5637,P011,39846591.0,47943183.34250328,27597377.641509444,364673.0,2023-12-08,2023-08-18,60.0,9.0,A
190,5205,P005,27102293.0,39774927.82148741,35867581.03408553,848088.0,2023-08-12,2023-12-18,120.0,33.0,A
191,2398,P041,43676713.0,46618858.28370807,39197026.78182572,982057.0,2023-03-23,2023-12-24,30.0,37.0,D
192,727,P005,37782371.0,33116371.969514444,8386311.111234596,234957.0,2023-06-27,2023-06-30,0.0,,B
193,2782,P030,6967064.0,19916993.612464923,41175208.349116564,87336.0,2023-09-12,2023-03-13,120.0,8.0,D
194,8635,P044,41911862.0,42722084.72145795,35650808.4496688,553484.0,2023-05-09,2023-02-02,120.0,38.0,B
195,1086,P048,,45208096.83980508,41269292.84510555,60113.0,2023-06-30,2023-11-17,,28.0,B
196,2256,P014,33426017.0,49512904.46860525,12506526.703066478,378742.0,2023-01-19,2023-10-23,30.0,11.0,D
197,9061,P021,,11259405.379424345,27633428.025955133,683883.0,2023-10-30,,10.0,12.0,A
198,7358,P045,6785651.0,33001459.930526827,28721471.46146358,885848.0,2023-12-08,2023-07-18,60.0,13.0,
199,1636,P018,44787372.0,7248488.083200268,39043374.95269117,490532.0,2023-12-15,2023-08-22,30.0,25.0,E
200,7988,P017,3711832.0,40417077.902220786,9658808.64146625,698190.0,2023-08-09,2023-06-14,60.0,29.0,D
201,5458,P018,21630069.0,,24589291.828972943,712514.0,2023-05-05,2023-11-23,0.0,32.0,C
202,6466,P038,22516869.0,15786013.55827384,26091888.88455971,446631.0,2023-09-22,2023-04-07,30.0,4.0,E
203,6571,P043,19804705.0,16138874.541449705,6998800.339653174,436948.0,2023-03-16,2023-08-01,30.0,18.0,A
204,1534,P035,18946843.0,28710989.367985792,39601430.939730525,839366.0,2023-10-07,2023-01-14,120.0,20.0,A
205,4664,P004,1099181.0,6299966.899539662,28773198.439864628,800602.0,2023-03-19,2023-04-06,120.0,5.0,C
206,8316,P019,24900145.0,19008426.206290305,31296197.060108405,617631.0,2023-04-28,2023-02-02,120.0,29.0,E
207,3710,P024,15716302.0,26836674.401076987,7803779.5557635445,729479.0,2023-11-22,2023-12-31,0.0,47.0,D
208,497,,34463520.0,12730185.451872298,35588541.21189982,812308.0,2023-12-29,2023-02-24,0.0,17.0,D
209,9146,P045,37841107.0,8720067.495092114,24164782.69836378,899780.0,2023-05-20,2023-04-13,0.0,,A
210,9678,P043,28103093.0,32693790.869505458,34198593.708646975,384309.0,2023-06-20,2023-04-07,120.0,31.0,C
211,450,P005,30376257.0,24249247.075651914,,635535.0,,2023-09-10,30.0,1.0,B
212,6823,P014,38313611.0,38674718.44207997,23952598.629691422,752785.0,2023-02-06,2023-05-11,0.0,2.0,
213,2699,P015,40128166.0,16314109.329834178,14106294.016157875,137689.0,2023-04-29,2023-04-28,60.0,5.0,A
214,6001,P009,41875675.0,46272502.63442247,35584130.2663435,850773.0,2023-05-22,2023-04-02,30.0,5.0,D
215,9870,P038,7579462.0,16853510.79149361,32453273.62783546,719053.0,2023-03-23,2023-11-22,30.0,1.0,A
216,6850,P015,34752154.0,2309974.6243601204,35590604.379445404,984465.0,,2023-12-03,30.0,43.0,D
217,7952,P003,49109639.0,38075130.90308343,,,2023-06-03,2023-06-09,120.0,14.0,D
218,6303,P049,22004886.0,48908509.57927525,44098853.13357307,769778.0,2023-10-01,2023-01-02,10.0,28.0,E
219,8252,P044,30788768.0,15320202.912110638,20517338.441794742,880504.0,2023-05-25,2023-11-02,10.0,11.0,E
220,3800,,,2971227.2339461427,44086565.1011268,141572.0,2023-07-23,2023-03-28,10.0,6.0,C
221,3858,P013,25353032.0,6899826.973241021,16380471.37729818,312663.0,2023-03-15,2023-08-30,120.0,10.0,D
222,3337,P030,49923136.0,31860905.2355291,12667245.49748788,678887.0,2023-09-29,2023-06-29,120.0,11.0,E
223,1551,P046,47550559.0,18430230.885922417,10800837.937766269,560649.0,2023-05-30,2023-02-21,60.0,3.0,
224,5578,P042,20055845.0,2114107.7032655776,14978617.340933304,349579.0,2023-10-03,2023-06-10,0.0,12.0,C
225,1354,P047,40774179.0,3624884.6960971677,48112023.12499159,907544.0,2023-07-05,2023-10-07,60.0,4.0,C
226,8633,P044,13395674.0,44191214.24637266,44355538.16919825,793734.0,2023-03-01,,10.0,2.0,E
227,5051,P016,8541680.0,2285813.0123193776,14857392.376306258,462471.0,2023-09-01,2023-12-26,120.0,44.0,B
228,5781,P001,22216641.0,1853994.9166797453,16303207.248961521,,2023-12-26,2023-01-01,60.0,47.0,E
229,8042,P047,15772437.0,26965900.540780317,29559537.899053555,724672.0,2023-05-10,2023-05-06,10.0,30.0,C
230,8618,P017,,19463447.745772243,17177518.993719123,763912.0,2023-09-06,,10.0,3.0,A
231,8049,P047,3049689.0,39769822.588783376,47564147.48178096,853445.0,2023-04-06,2023-02-20,120.0,25.0,E
232,1281,P031,13658184.0,41359290.95732402,3604022.425338451,417257.0,2023-04-13,2023-05-14,120.0,9.0,D
233,7570,P036,44639982.0,10406565.333410164,28791886.184564315,641949.0,2023-08-16,2023-04-11,60.0,45.0,D
234,3347,P022,26678403.0,36036975.18494775,12343575.248835545,892094.0,2023-01-01,2023-07-15,30.0,21.0,C
235,4634,P031,2930440.0,15994018.748837026,43728146.835327394,62795.0,2023-08-02,2023-01-04,60.0,12.0,E
236,5524,P037,37685488.0,16903757.68758937,38620386.54140082,975975.0,2023-10-20,2023-03-02,0.0,6.0,C
237,5604,P002,48264731.0,38320701.72357756,45016496.720198885,975054.0,2023-09-02,2023-01-15,60.0,22.0,
238,9604,P019,33437602.0,43187434.93704125,31011018.00456583,229421.0,2023-03-11,2023-02-25,60.0,31.0,B
239,3490,,33022888.0,10484487.454207813,21452732.47281805,835630.0,2023-10-02,2023-02-16,10.0,14.0,A
240,6892,P016,24276676.0,,26179115.089790374,736715.0,2023-11-29,2023-09-20,0.0,46.0,B
241,241,P018,20757928.0,19425025.730776433,22725300.58655204,124282.0,2023-03-07,2023-09-30,60.0,25.0,A
242,50,P020,25098130.0,27954032.693514567,,764882.0,2023-06-15,2023-07-28,120.0,11.0,C
243,9431,P031,27562808.0,48281268.644626185,17059441.84500234,230747.0,2023-10-05,2023-01-04,60.0,47.0,E
